"pid";"nome_processo";"data_hora";"uso_cpu";"uso_memoria";"memoria_virtual";"status_abertura";"gravacao_disco";"temp_execucao";"fk_maquinaP";"fk_empresaP"
2684;"";"2023-12-05 00:00:00";"0.062217943570847534";0.05698808404196208;168517632.0;0;"";0.0;1;1
2692;"svchost.exe";"2023-12-05 14:18:47";"0.0";0.04078992061918216;103735296.0;1;"10692365824";0.0;1;1
2700;"MemCompression";"2023-12-05 14:18:49";"0.0";3.6987769895762366;386662400.0;1;"10692365824";0.0;1;1
2708;"WmiApSrv.exe";"2023-12-05 13:57:28";"0.0";0.0;0.0;0;"10281388032";0.0;1;1
2764;"svchost.exe";"2023-12-05 14:18:51";"0.0";0.007902740336568384;97427456.0;1;"10692365824";0.0;1;1
2884;"svchost.exe";"2023-12-05 14:18:52";"0.013317650309312368";0.023315538260062003;85143552.0;1;"10692365824";0.0;1;1
2924;"Microsoft.Photos.exe";"2023-12-05 14:18:54";"0.0";0.0003926827496431496;1017602048.0;1;"10692365824";0.0;1;1
2996;"svchost.exe";"2023-12-05 14:18:56";"0.0";0.022628343448186494;97636352.0;1;"10692365824";0.0;1;1
3112;"svchost.exe";"2023-12-05 14:18:57";"0.0";0.02007590557550602;85639168.0;1;"10692365824";0.0;1;1
3120;"svchost.exe";"2023-12-05 14:18:59";"0.0";0.008786276523265472;70123520.0;1;"10692365824";0.0;1;1
3128;"mysqld.exe";"2023-12-05 14:19:01";"0.0";0.7466862484464488;664453120.0;1;"10692365824";0.0;1;1
3132;"svchost.exe";"2023-12-05 14:19:02";"0.0";0.014971029830145076;85417984.0;1;"10692365824";0.0;1;1
3164;"OneApp.IGCC.WinService.exe";"2023-12-05 14:19:04";"0.0";0.054533816856692396;689025024.0;1;"10692365824";0.0;1;1
3188;"svchost.exe";"2023-12-05 14:19:06";"0.0";0.1074478173711068;117108736.0;1;"10692365824";0.0;1;1
3208;"svchost.exe";"2023-12-05 14:19:08";"0.0";0.04898717301798291;237182976.0;1;"10692365824";0.0;1;1
3384;"PhoneExperienceHost.exe";"2023-12-05 13:51:31";"0.0";0.3074705929705861;3188416512.0;0;"10112059904";0.0;1;1
3420;"svchost.exe";"2023-12-05 14:19:10";"0.002186572440855079";0.017228955640593187;94461952.0;1;"10692365824";0.0;1;1
3556;"svchost.exe";"2023-12-05 14:19:11";"0.0";0.0;0.0;0;"10692365824";0.0;1;1
3600;"svchost.exe";"2023-12-05 14:19:13";"0.03513595022404345";0.08761733851412774;162070528.0;1;"10692365824";0.0;1;1
3608;"svchost.exe";"2023-12-05 14:19:15";"0.0025334920338727883";0.015461883267199014;99901440.0;1;"10692365824";0.0;1;1
3644;"svchost.exe";"2023-12-05 14:19:16";"0.0";0.01222225058264303;84848640.0;1;"10692365824";0.0;1;1
3652;"";"2023-12-05 00:00:00";"7.264245251582806";0.07352984487067975;84017152.0;0;"";0.0;1;1
3700;"spoolsv.exe";"2023-12-05 14:19:18";"0.0";0.02763504850613665;125788160.0;1;"10692365824";0.0;1;1
3724;"svchost.exe";"2023-12-05 14:19:20";"0.0";0.02709510972537732;148713472.0;1;"10692365824";0.0;1;1
3880;"svchost.exe";"2023-12-05 14:19:27";"0.0";0.009718898053667952;81514496.0;1;"10692365824";0.0;1;1
3984;"wlanext.exe";"2023-12-05 14:19:30";"0.0";0.004908534370539369;87568384.0;1;"10692365824";0.0;1;1
3996;"conhost.exe";"2023-12-05 14:19:33";"0.0";0.0032887180282613775;82329600.0;1;"10692365824";0.0;1;1
4004;"svchost.exe";"2023-12-05 14:19:36";"0.0";0.054975584950040936;214614016.0;1;"10692365824";0.0;1;1
4020;"svchost.exe";"2023-12-05 14:19:37";"0.0";0.08585026614073357;181338112.0;1;"10692365824";0.0;1;1
